Unnamed: 0,A,B,C
110001,nibi1jr7qwxpps4nrxqu9hw59pmxdqu0c96g8gh2yfa,,
110002,nibi17t6d436ujy85pg5xvyk2lnel5gg3k99qfvzuly,,
110003,nibi1s7dwqhpvh0cwm3xqrrna3dx5d6nxwwm4fyk7r7,,
110004,nibi1542sy5sa4j4msq8uldjlylxuxtnekhmzanxs9f,,
110005,nibi1un4y2efuqp0pd7q662hh6dkrdxysphufspqvg5,,
110006,nibi1dtpqtz2se6qhjz0yuge66f0pl45zr6dy2z5t64,,
110007,nibi1e2g5lc5qpms6lc7dgyjj4945xuaujd50mfhh8k,,
110008,nibi1dmz6yysptqku24qqajaupxuequ5av5g25xnc4r,,
110009,nibi10tucwlp448ynvxw423ld2xjtye6u783k5w6g2t,,
110010,nibi1w6y067jsak5uynlq2gm7hnm8qemqla3372s30z,,
110011,nibi1ar5nmgxrfymk5u28rmsf5xgyxsp7efw6avnqa4,,
110012,nibi14rg0rvafpfxqp9dmuwgxh5sf35x8pn27e0fy39,,
110013,nibi1epf6d0w3nw6smavm0fhghar2znx3a35r94jtt3,,
110014,nibi1cdz68az5du3amshlr0s7evsvkw29l0w2qkdf87,,
110015,nibi1t67d6t7l6l5kr8weda26j5aqaw5wath3hal5nz,,
110016,nibi1wx9xq44t8g4rqu4wgs3p28xu44cl54440cdczt,,
110017,nibi1gwynw8mm70nk9n0tvd3xztgpuzr4euhe4wwyev,,
110018,nibi1ukhwppx6krpcup28wrmke6td3gu7dva86uuv73,,
110019,nibi1sv77vt6tl85tse9v0n7wp48jrep7hk599vyu7j,,
110020,nibi1jcppgcth9rgv0zj0pnu46avwaq465s9atst8s2,,
110021,nibi1kmy89qru4rjts9ghpat6tg6tnlqtzuqm60ldue,,
110022,nibi1xwpqaee5numx3yml8ttqzk0k5g6r7k7s8eu6zr,,
110023,nibi1qs0jt0z45hhjq47cklg8l0ec8fdhyquxcd2slc,,
110024,nibi17dcu6s8xy7qd0y07cen46zjhx6shc33wnq3d4t,,
110025,nibi1argrvwqrv73r0hg08tmuyf890wrwq74d8w8x4t,,
110026,nibi1zxj8x3hxe77s3gvjfh7l7d85uz9c90dq0uf26q,,
110027,nibi1tafs8khljvccr0tc4l2cy0r0rnf92zu2cnzy0e,,
110028,nibi1t2cgs7dtxtv76wttj22xlkjwh2a6cty2s9hmhu,,
110029,nibi1n8w49ltn4ece7zc9cjx88merv6vhhq8c0g0efg,,
110030,nibi1ahxq2tjle7yq9gr73z0wwept2ckljjpjl729ku,,
110031,nibi13y8zmg3vmgjhupkrmv6m2t004clcmm9eflme0x,,
110032,nibi1vmqtv50unxyknltplu6pc94427s0vqmehyyzxd,,
110033,nibi1p4zj47hnmrefnvcpkd7hzz4yw63u3nftkyf0hg,,
110034,nibi134mv95lqvsja7famu67yk6qvm9am9rw3l772m9,,
110035,nibi1dtlacyxvqy76tekcl4tthnh2t9ttl6mxre6g9g,,
110036,nibi173urj0uhv293xa80qqz5xqz2xvkp5gylwp6jzx,,
110037,nibi1y9a6tv6phwkfcnkhv8epf2pqmse942qtenunu5,,
110038,nibi1ltykpdllm8mg5x8ww4jn8zw3wkv0rst9q2ex8u,,
110039,nibi1g7kfpeedg02ycsysejl3ddw08phfc8luzh5p6c,,
110040,nibi1jfym720f0elmljhvt5hc9cpw2f3pvr28lgqucd,,
110041,nibi1uk8xkzpvqg2yu3sl92jrh0epsqc96al4vu2g97,,
110042,nibi1262ch2plzdnthst3wwjsc9cqdv759zkjgsmu46,,
110043,nibi1ny0n3dsgwg6jmqxumqqqtl6lm4rp3c0rpg5m2d,,
110044,nibi1zn3g94l9kshp5qtc6mj87krpdyj7r0dk2wue09,,
110045,nibi1tu82rkm3yt9arraz2ejkrrwn2qq5y5muwensk9,,
110046,nibi1qjasamz4xv907fdscr5vs6fdewcv6wmx96vmsq,,
110047,nibi1sa9f9k3cse203qpqedkyk7wmajjsa2q50uvcgr,,
110048,nibi1g8l00sl9sgtl6l56xm3hv78m3y8fe82jm7hkmd,,
110049,nibi1563hsjg5l5a44uast6vu6s8htqfwyrxt2pyjy6,,
110050,nibi1n9zkv9dnp0435mrd6lt2g9j7u0tlyv5966nwud,,
110051,nibi1zv4gnyxy28wvzevg5meann5wmheezjxunpuezs,,
110052,nibi1emtmfn5s40srfyy6leevnq3w28d60qa7ly7u2d,,
110053,nibi1a0ys4agfaarxvl04ud4lvrwzkctd2sgvkxsg6s,,
110054,nibi1vzkvnv26fd5jq2s9rqqz0n2qatkw85d9mdjku7,,
110055,nibi1rlz40jxh7z4m4cdlg6lal7hr297j3q97v6gxg7,,
110056,nibi1ju0qvu049w0gmfedavcde0spzev7dwn0rxzlmv,,
110057,nibi1dwtrgnwv75cqxn4alc9ru62wjwqgnhu40t0r24,,
110058,nibi146wh9r00xvqgftycxczxac823as402tufukxh5,,
110059,nibi1q9led2ryesctg4wdd6ujh32mj9crfk0pprqw0a,,
110060,nibi13mwhye3hdrpecl3xwm9j2ztq8j2487szjhzw76,,
110061,nibi16llffmt98fm6wne90v2ny9t8q6yhqfp30hxwa3,,
110062,nibi1rez0j6ucqyvjmdserp02xjl7kgpt4kzaf2en78,,
110063,nibi15k5qkcql4w2743vlahx8q9nk3p6z2vu58uc680,,
110064,nibi1vsxywh0e9mw85amnr04q0388xc5mxlc9s4dqfj,,
110065,nibi15tmsrs0h6kjhd8n6ppqwrdqapl2m3k7s2y24gw,,
110066,nibi18n22x4jyhllq54x86ke0dd82vc8m3c5ymsxmug,,
110067,nibi18y0kthj8c8yv75nd57yvtaffjv76h9nsk6wjyp,,
110068,nibi14kpavvktkrrszduja7ya7aamqgz4wxh2ds9lt3,,
110069,nibi18f0e7yvqulsea3w3lk2msatu9kcnynq4kjdzr4,,
110070,nibi1qyj8hj07nh0l7q8takmllp7756qh2e948pq28l,,
110071,nibi1ggxaen5p2g27ftlpfcmah435du0tfx8rukapd0,,
110072,nibi1e5ljph35r7l2wqw635tcpdprm8l5akcht2wml8,,
110073,nibi1t7vfx6kxmx0c2qpfntu7348ecfnpxmhps4e3el,,
110074,nibi165erjtzeeca6rxzttq002trm2e9a77024ej88v,,
110075,nibi1c7d270cx3aktcmwtq6xql9phzdyyeckpfh5cls,,
