Unnamed: 0,A,B,C
80001,nibi1qfm7zasp9c6ph8w473v0rtfzs7urud504w8kn3,,
80002,nibi196dqrd3r05weeuta7r954skrwpfc3trmnffsjg,,
80003,nibi1e8yd595wq6hh5r6rus5gqp785820ugsd8wv3g0,,
80004,nibi1hz08afgqs34r3l7grjy87ecgj0r72uza0pn34l,,
80005,nibi18drctaefnk86wsq8fgxp8y6jrah9xy7u5qfgrl,,
80006,nibi1jzqv3dlta7xgvhahg9es8d4kxu2plcre8xqw0x,,
80007,nibi1mkhla842ztgcm82yhtq9xcjlgt8cf9wgjlv6ja,,
80008,nibi14mdlgwdpn6f6zht7lxyly73ahxsl06w9zqrv3w,,
80009,nibi1la4rpcf4srj959a3fsn0uv30kh2mzk0tzk8jjn,,
80010,nibi1u4aujv9as0rzqdltaudm7djfsu00zz5vsw6wel,,
80011,nibi10vc8rj79rkfxn87q4rp4xzvqs2epdjktx4ylxe,,
80012,nibi1czte6k834ygv3kh03xhtpr4smflgxwwr48nxsl,,
80013,nibi1s5r034ghg6z5p9xkdj8zkqph2le8lqquksm4sw,,
80014,nibi1rg04rmsuxczn5hpr3vjfscdqrwa4zmyrcye8u5,,
80015,nibi1pyt5e0evjvc8u3lhk58twezf9esw3tg4vuthvu,,
80016,nibi1mndfvcr59crdx87h3a2ajqc6ng2g3kvek0p3c5,,
80017,nibi1qyqltvq43rhu6k0x2r7kz8qfagv7xslrls4qvw,,
80018,nibi1k9u3yd744kj8jxfp472mqyvq565235f63va2sm,,
80019,nibi1qfdct5h8gsyqh92m7fmlwdac6pfheucru2nz6d,,
80020,nibi1ygd5qqqghcq5c60v7qnul6sqfcygxwzgcs362c,,
80021,nibi173ajqq4yvl98ackmmssstnqzvh9n6tsrp6423l,,
80022,nibi1q5fastaefwnhvqepsr5p44sk2hg579fp6clr87,,
80023,nibi1wxjjgs03gr729mnrdhtuf098f9rgskeg249s8y,,
80024,nibi1rpeunduf4yljnchuaz4pvcs7ndv477ukr9qyx5,,
80025,nibi1xffrefm5lp48jv4hlyv0u2up38tyet6p72phu0,,
80026,nibi17dplytnpjptcj40l9cv654gjve69l538ypezfm,,
80027,nibi12mkux5w4qx8ke07g2p5gew4v74wxss4yg7l5lq,,
80028,nibi1xwqn9tlars7yhry96pwk84jrk6p0g8vu36twq3,,
80029,nibi12az4pg9yunt4r6masmddrfufy83wuxvp5krd0v,,
80030,nibi1ycrpyxfldryxhd30qnrd72xup4xclxed6fcv8l,,
80031,nibi15zs77farlq54hn3wv06g4wfjyhsc2tnqswgaze,,
80032,nibi1d5t8zrxvgq9suxmafd0f7tj4vve0af5a46e2ky,,
80033,nibi123lw729ecq6clds60j3ka5aj7z8mpdzu648ufu,,
80034,nibi1ycx0t5nmu2dcs82awk5j742vfjk56d5g3y2nxk,,
80035,nibi12p99w8d8e7m4skc8xxedvgfzk00sf7qajnzfjf,,
80036,nibi1dsxxf5jal8rr3kdluvyp9g36qz9anyywj8w4vm,,
80037,nibi1apnv4u0plntju4feksvh50men7hupmjtgkep75,,
80038,nibi1d5p63d0h0hl75c2xxdwwj7prdxhy2z5ey9nzva,,
80039,nibi16sulp5gg20u8warudeearedf2el40d8k09ra5t,,
80040,nibi14905dpr9vzqngtrtthedtjn9z48g8htdk3nk3c,,
80041,nibi14zhwt3n7fhxp3lh60rfwwxuk02v9ukx64e2tju,,
80042,nibi15dw4lclv9kcn2yz2hnywzpzlxlcgxv3rka8kdq,,
80043,nibi1tetle00nl235jvv7htz8gtthadhg3j0p642t5v,,
80044,nibi1lly7zzuk7v5syv4xnfudyy3ke09g20frhqdshj,,
80045,nibi1vrj4gtvk4r9ml42uqzyt5d88252e6x3s8crhc5,,
80046,nibi1xcsj7zwzw87aa68ade8r2r6p2u6vhmfv2sw03n,,
80047,nibi13kddmuuqpj4m9vhmd34hadty6g4dqmt2wvyqc2,,
80048,nibi1hajm0494mqanj6dndnunxyftcltjtvnemyue2j,,
80049,nibi1c62fyl6qjvljj2p87ftqg7gwjdtu2a97040ge4,,
80050,nibi195slejmp2czwtzemm05ls4rgpzdvganl868sux,,
80051,nibi1hgd2px9aues3rvysya4m9k92ga2kekseum3pjq,,
80052,nibi178pr393phv4y6ts0c2p5edq5y2hpdg856duqek,,
80053,nibi1ad50cm04nxfl6564vzktcv8rhtaaknm06gmueh,,
80054,nibi1h9l2u74uk32a459g0ctvr5hg8gtxs5chp0lvhz,,
80055,nibi1w5qes4ujslk5u7fd09tasc6c04nvm06ghkl5uh,,
80056,nibi1gdyv7zqyx4x8p4gkehn6ntnmxudeq8arsp6csr,,
80057,nibi1ehww4lqrwet2jvvjank2r8ltfjm6g9uy2d45jx,,
80058,nibi18a4q67a79rn7zup6q320addhgrxms8xl0jn2vh,,
80059,nibi1j6whwxfl2ja2k9dcy6na6d2sl94v3c283nuycu,,
80060,nibi1je0l8qntv6zdn3mft43j3lu0m4e3dl5lhqwfvj,,
80061,nibi145eh99xawawkgs44nudxj0d89k0yjjtk4fsryr,,
80062,nibi18v73h5yup9t2nmw367jxalansrj77umsfmamwe,,
80063,nibi1l64dkcg5j0vnuzcv4wevjh3xzw8p4tdymqq84s,,
80064,nibi1syhrd8ywsgnwq5fca5jwxm5nhprv2jslmy9s4v,,
80065,nibi1zlty5le07m7f38c5undy4r74rgcq7tl3p8wjuu,,
80066,nibi16qyqur06ctlmw4j4yjr67yjvcmez9899u6y2h3,,
80067,nibi1rwwnqfm49h0h90ujgqpyshdk6uuasnln28wy3x,,
80068,nibi140geclf39eqr2dufaq88ezgca0pfve2vx2w7qa,,
80069,nibi1kzndh8a33u4zt8kkkpqutfe2wnrfyyewz8pxej,,
80070,nibi1jdm0ze6aknquthf437lc87zj3pg62tctrqlney,,
80071,nibi15q9l59hzn2ltfmwth0vadswyt3ay6gwak3h39q,,
80072,nibi1t59yw7cteq3rpydh46qm5mj3klx23zxwq0tyza,,
80073,nibi1xpfuytd0e02g9ww76xygveahfs4s96c8tt08ql,,
80074,nibi1z3gnu98n588ec380yy6aurfkyur0l962zxdr4d,,
80075,nibi1wrez4juexxl6v9ynyx7fvqw7na3km46jh9xuqq,,
80076,nibi18ft8dzp7wp402gz7etxg83zj8x9eqf26chp5vm,,
80077,nibi1vgdekrq5j0c9d33n95ersywemznlx4k6yzejtm,,
80078,nibi1h4znsjet93uuqv7cex8fg4r0xqmyu972lvcsg8,,
80079,nibi10z2xu74529eyjlfsnpu4ssllgkdux4m4qxqvkc,,
80080,nibi19pqdyam4ncg98t7w6x99s42lm8eddpnug7gng8,,
80081,nibi144zsnc52y2rk3eekaw4l43rr5x05cxn8qkrycy,,
80082,nibi1n6nynqvcvcuh4wksllek3zc5p4903qsw5089yl,,
80083,nibi18my8vufp9g25sq8cap0ffqegdc4xvzuygerp7h,,
80084,nibi1rlfk470nelmqcyvx45wazmapcea0kctww9vr9d,,
80085,nibi125wfe7s4mvjcqg2pss5z7dzs5e93wqeex4nx4t,,
80086,nibi10cj9vgsmwj32awtvz68zszx9j5gen0qmt552yx,,
80087,nibi1wj3ha7zzhhdp5s9dz6l9w28m3mqp0ge7hzqkmk,,
80088,nibi12cnskamr8hp0750yy8d9dxad388dsa2f29rqat,,
80089,nibi17v24qf4d88azrvh50jsc87xy7dpuxu2t59sx8n,,
80090,nibi140pgkgdrq3uqv6va8sevgwtmyrap5u8zm7726c,,
80091,nibi1qg0gtsmq9jcef2c9dyct9yyu9rgfq6xj8ccd5x,,
80092,nibi1gtyyykeq2l8shqq7xp5pzjpuvhnm8wldvm86t9,,
80093,nibi1l4stugut427dtjms38d5yzyq5pamvuvpgjesk3,,
80094,nibi10lwchyaa3mp2esggy3dup0h2ue49w77ueey9md,,
80095,nibi1tsvfkkas3pvqrrcj3jwvef4sqfw8gwp5ct0m9k,,
80096,nibi1q5uy9n5cz4kazez46caqru6tvggl8mx7vgsh3w,,
80097,nibi1pcrkqqgthr0w9dmzawkdg9wpjsxfm67nl88aam,,
80098,nibi1dvd00pj2k4gef7gxdqzr74l597ghxsczrrzye3,,
80099,nibi1p2enz7cr08f6xlwa9mrumq0jjfgw0a2748j5lu,,
80100,nibi1y6v7uks7zl47p3f33klsvq76d4yxw75xnp7x3u,,
80101,nibi1myfmdwu8nhkw7y5cn56063syva94ls4s7e9j9p,,
80102,nibi16a393ce859td6svpl8myw0rhergaxxq0zmh50z,,
80103,nibi1fc7gfdnt4hqpmxld9du5xd5d788tljwhjhqmu6,,
80104,nibi1jq4jxf9t8fdxcfnxt04j55dnn7pc7gn6xy9eg9,,
80105,nibi1kqrappr785ng4zcdssk5aqjfd700vsfpmxqru7,,
80106,nibi1cn05p0afdc8wn4mjvse8w7w9jdfqr2flqj28m8,,
80107,nibi179gl6kc8x23a7shkyq4ny7rn3p5xpv7xrfv4rm,,
80108,nibi1lfn8c4q97tj6dt3naqqkv5gtmc5jj3jrmn680r,,
80109,nibi1daqw4hxtcyvun5cw6kp4razecvp5er4h59uj20,,
80110,nibi15j2dgvkapf0lfjrsh8rxcw69xaz2ftvene0gdt,,
80111,nibi1zgmm0dr5ky0amk2gmkz22r0vhl5jwe66xjprvl,,
80112,nibi16sl3as88xp0wad3d7z73fpx4l0f0cy08wwz4rt,,
80113,nibi1x8nau82xqx7lenjug3c992fqpa94j2l9x0p89h,,
80114,nibi14qvrlcwp0mpc99tl5vhuqsvvjn7j5lst2r28sq,,
80115,nibi1necp27nqaqk3q808krlqwmaaj7s06rphmu9hcw,,
80116,nibi18m20zfvm35d3jzln2zklfz8ex06dag0s6egglt,,
80117,nibi1he7zqnf5jd9elfysd2p6tzgl2942sfz376yrny,,
80118,nibi1rfwv5jhcte80u3k3g5ehhh6c2uqr3l4snm29gv,,
80119,nibi1e5uvaynj34axlaqsxhzuwryp7sphsmj0lxpt52,,
80120,nibi1tdm32dyxhlectlx6d87h6vslnjwz94jj7k557k,,
80121,nibi1ky6nevxjl0wrthd05s5vt538apsypd4c05lal5,,
80122,nibi148k3rnpjct7swly206j875ltpdhfg5tt2v2m0h,,
80123,nibi10xqallwa6kqrgk9vu34p54ut5djpw733c3wxna,,
80124,nibi10x840eagvq3l22emkt2w23wd52dvdrfyypt458,,
80125,nibi1e3mmmetc72wm7nysf66l0z66hffwnq8mrwhpcx,,
80126,nibi1xasdd6sx3fzpnf8mcthv3kgxulwmpgxxnzjlq4,,
80127,nibi1cg7sarlpwejxhplcnusuga3sg9nn6dlv3xlhc3,,
80128,nibi1ry6gu3v02fs2mmqvqez8xax5pz69wjwunsw557,,
80129,nibi12ldcl3wff82p2mgct66tdwuyn4843fwc8fmh3q,,
80130,nibi1fcq2vrplv22ur98ymldz7nuk50ygl4cjedz8zx,,
80131,nibi17fgdl8sp6z5wlnrh9f9axg2s04c2mrpv8u57lf,,
80132,nibi1u9gqql3lxy2a24758cy8m250kp7zmeqsr405d7,,
80133,nibi1wq0ft8rw9gkv55rgptxapxq22mtgxjf7n47xkx,,
80134,nibi1zf3ylwzg4guts4c9clcsy3mhs0kqmltcyqa7mg,,
80135,nibi16j3yl4tmuzhf7y5wlpr5vl47p8ytvspnjwsy5c,,
80136,nibi1d8pc7jljtvy0f58cxztzqqas9u3pzc4pueu4e4,,
80137,nibi1lrqjw78sxqvp8qut5t3msrkcj9shstd25dmtdl,,
80138,nibi177nmm3q90kf0jgf9n6taxpfr7tfrng5vegh9vt,,
80139,nibi15uu9pfe3zx2gs4c9dzwgwqku36lsrmvtttqxmr,,
80140,nibi1swv2camugy0fk2ja4anpassku8tqcfx7mh44yx,,
80141,nibi1me73m5pzhnyqf8qsn48e6kaq4r6ewts0d7dqzv,,
80142,nibi15larle4cvtuauzf2t4d9rt2zd02gvxx7kk97ps,,
80143,nibi10mymtpzrf4de2jahcj93j7pr5d9jdhdrhftr5d,,
80144,nibi1dqwsf7zjqc7hhv9jg0599phhtylgvv5nfnkujv,,
80145,nibi17jl9y0ywxxsj2g5qpyv6ej69ar8j9glgae2996,,
80146,nibi1ahfpzwcsh0sgf7xwl33yz4845hpvq3ypanmkaz,,
80147,nibi1jupyw3mhnwcphvm9qlq52gaz5dn0z6r5m8nqqu,,
80148,nibi1tl8wt2ffzwus0r2mf9z5ku2kuzrc68xs0tz4nn,,
80149,nibi19ddfz2wrlg9znve8kqukaenx95flhwwmqdmdy0,,
80150,nibi1xna8mp3nqwgcv7qd3gqcjaqk2r9fewm7x3dne7,,
80151,nibi1e9qf9zq9ymk6xejsnyj8cw5kzwm4gwlljuec9q,,
80152,nibi1xu4uh708lekz03k3de9rqr2r6spfd89vdr4vj5,,
80153,nibi1rk8zegtnyuelh7u8dsvs86l8dklej3mam3xvq7,,
80154,nibi1crz60sq3yfu7klp7v4x0kg2mn93pk2vf5de8ua,,
80155,nibi1ljkwyan5eg5fwcrrgnc7nsutje7kzxwc23t7yw,,
80156,nibi1u5059cds7h984upfhm8ma9jjfyjn6e50p7ey8d,,
80157,nibi1anyq049h6wg3w2fu77q28wpwng9j6s84kf342n,,
80158,nibi18r0c6faucpvfwx4km4qqpuaw9aeaujqejvd706,,
80159,nibi1d0a028mxmzn688vauxadq9k5lyn80th58ksqd8,,
80160,nibi1yvr22l3lj70xu9ywrxtsulv7tt0557keslyzgl,,
80161,nibi1relnsmekzvs8fm3q0j2fyhfztyrr8nvqhdac9m,,
80162,nibi17al5dnw688cpqal2lvrzm39379j2xysveyfz4m,,
80163,nibi1rxds03wp8wn7vlv88c2dfsyv0esqagnvchk3g8,,
80164,nibi1uag4x494mfsxxn6l9hnjershjp570m8xek4qqy,,
80165,nibi1cfzw38lplnxk9q2qcqmqalf6rr5pn668lxxsgl,,
80166,nibi1pjr5s2a07ywm8f6kemlfushs32zd22gqsw4wp4,,
80167,nibi109hl3dgflxhq435jwatn78hcaxt3nlp80rdqyr,,
80168,nibi14y96ux36w5axj3z2my3gz2e4f3er02tvh8kdak,,
80169,nibi1lzwpkkxu0568mlfxtuncftyv8mpg5m4e0auqet,,
80170,nibi1jqfjqks53zxcaxym2u7mfvs8pv6hgfwmvfv5j0,,
80171,nibi13jfdtgnaytpqnvd7cnxlsfhkse2k4ykm5za6dz,,
80172,nibi1cfhp0svy5gcyqhgfl4w3d5xrxwg7jef9cuzd75,,
80173,nibi1nncc4grt7vvra7cqk4ck6v8uwffgyydh55nw9u,,
80174,nibi1d9y93sce4kfxmq65j8wnsa6tzk5kazg2jrghjm,,
80175,nibi1zg9mgp3sal50l34ujfxq0fz6u4juqk9kwuyvhe,,
80176,nibi1hg29ern8eucn3ujc4sdvjuw7pmkpuhyw4wvrew,,
80177,nibi1jnkm7cppxlcqd7ydrkfg279mztf82vsktm98lh,,
80178,nibi16a7qrax42guz988amz3x9rwns245d7sw43k6n5,,
