Unnamed: 0,A,B,C
30001,nibi13rxvt7ucymg8v7lymjxeg0ehwul9faatxcmtms,,
30002,nibi1p0m4deu5mujhdl95helfw8k2qlv8j2j3cc0sa9,,
30003,nibi19uytjzrs3ct00snsdkry06sp73eq7nd0e2dmz6,,
30004,nibi14wxy2pjn9u4p8gk7jx9jkx2akrm23rs7ta27e2,,
30005,nibi1xnxq3xm2v29z0e4zexga93nmsqpfjh9xzuelxy,,
30006,nibi1vhdyewc58g3nt24lz6mwtdadqq7v9ur78223g4,,
30007,nibi1z9s7yfe8z9kly0kr079pmczuuf3c98frr25hzc,,
30008,nibi1gfeu73twdlecc3w48nv62pam0ejgvr5kw3wfvm,,
30009,nibi15ecjwk5vggwskukwx52vlk4sncvhzjh2s5pqwh,,
30010,nibi1ccjxcmrs8eh4nj5smr4rsgrm97a0y8fzn5fy0q,,
30011,nibi1753ethur265xnu02a4h8aa5s43nx982qx02txk,,
30012,nibi1lm3s6vhm6ta2r6q0llsmkzwjvqnp5pgsdjzz3l,,
30013,nibi1g0lw2ucvl36jh3mgkws3awxksjgx4qegngnf07,,
30014,nibi16nyn7d32fcyj0c4yhykffjqkm587gktvu836sg,,
30015,nibi1h8p5sxts2hy5segqa3fyz722v5p09fhq03zjn7,,
30016,nibi1uszz2fw2zwxggz574zkan2gq9e94q37h8a0pf2,,
30017,nibi1ptkqg37cxd4nd49crdtglg8s89jhpc87s8fthk,,
30018,nibi1sffk43w06ufam2lx5fsnu2pp3d0elwl79sap70,,
30019,nibi1t4j97nd5crqqugfqagn8k7gp2y9wjxdgssdqy9,,
30020,nibi1heyvvzfgv4zshvkrhsze4fytmd7hhu9rzeyedg,,
30021,nibi1xvgxw7yfc38tqnsed2llg3aeqh8cgu2hwh8jqa,,
30022,nibi1w6l8j0w9m37z37r4wtdw35jc7g8xhujmaxznzq,,
30023,nibi19jvj2rm9kdp2meaneqvgtl8xzc9g90luyrxg2m,,
30024,nibi1yae0e0zmaggf5vvys5hrmx97ffh0qludju720d,,
30025,nibi15w6pknt4tz94ce4eem8e6guaensxkxhgyguh2v,,
30026,nibi1mn4whvp7wc8f0mulleqqy0rxgfjxwexl7dr3mj,,
30027,nibi1jy6l9v6328jac54de9n2jdu6egtl0ynkfcsrl8,,
30028,nibi1fvs3tgmkve7yt6anj7feflzw45kj7a2amn0aqu,,
30029,nibi1qnpgl7mw3gzrf66ygueugj8d3vw6fz2qyulu3n,,
30030,nibi1z3qdfsnpjgtr6mnvkqps9saw83p3uhp8ep6hfv,,
30031,nibi17pjsgrvffjddh0hcmv6hgdz3xjf7nr3f85hy5f,,
30032,nibi1mh28cdsdtd3sgam9zxxzr9y2kxkk2gupua99qj,,
30033,nibi1ty9zy08ff25m0fnnutxnc56qf9h5u7swdua0sd,,
30034,nibi1ks0gw787f49x0p363449qm00q0f3krujnmeyh5,,
30035,nibi1qqzh9pyfa70cnqfmljfk4n8ze4gnzsafkugm2q,,
30036,nibi1vfaeatgmvv57krlawsvw5tk4flav4nsl83sw3j,,
30037,nibi1tv6rark5x79xplzntntpjwlxvsxht4cvt350lf,,
30038,nibi1tdp45ypqt9uespqyt2clajx6xpsm6cyfatnhrm,,
30039,nibi17jrm35wv2c9zlw9cfgx9agdk8xj79srrzrcty7,,
30040,nibi13s8qrh4r4uyeryxk4d5wvc2fl9slq864jk0ayx,,
30041,nibi1rr5an02y8490usdaldayh0k348h08x4rwl3lw3,,
30042,nibi1geqkfwre4swv4fqaklrrhqyw7yrtvymhy5000p,,
30043,nibi1mus20qera2mwkvlknus480rm70eg7wfs0mjnle,,
30044,nibi1jd0qjf9h2a9dycmmgarytglc57tjaucy4njss4,,
30045,nibi1h9lsgcmnw2nyzehv23497dfzke6gkll7jg8e56,,
30046,nibi1ckxjharhefrayavmdhj7095hlsk6tf0hr89qf3,,
30047,nibi19dfurf5t0524thpms6agxztr5lkp89l436a3sp,,
30048,nibi1w3jxenv4tp09f80s2ael4mpkvjtl84cz6z8n0n,,
