Unnamed: 0,A,B,C
130001,nibi1ecl79kkj5g438y46ev6xgwxhh7a2cyunx2nvrj,,
130002,nibi1xz8akr989vrmwtkqxj345spgqlgw969wnw3x07,,
130003,nibi1tv9n5kttehp8jv555f5ppkhv2t28scl0f64y2u,,
130004,nibi1ta6p0tw6s0xwn9te9grvq5e4ft6meehhua6czh,,
130005,nibi1g6yuufyvw0u9m9ktcppe7l43s7dg7x6swd86gq,,
130006,nibi18fggpkurmfcux0f2jwrnehq469nlktppzq7h0u,,
130007,nibi1y7ycd2tmv5r7egmkn989gfzhmn09nx2s89p264,,
130008,nibi1raz74peq30a6c50wvk0uzvqzttct33ztu8ete7,,
130009,nibi1u3jnnz0tj8ygwtsvykyxl6uhd6z0lwzf8tx42s,,
130010,nibi1pye4aszvlrmzl70f3nrvyejwtyc2s73zhukm38,,
130011,nibi1t5xmwp05td359fuut4fh925pv84mesghx7h74w,,
130012,nibi122jjfzshsgnwtm6jzaj9njr6fsz63mg5rslrx9,,
130013,nibi1fqc883n94k69efne7jut3lcqt52sxaa9lf4mpa,,
130014,nibi1a4vxu03kyu3fazflhp6m4p2y6tpshc48axkra7,,
130015,nibi1g07g9admt2rcj7cmp8kwqd7p0glhfj4kzwu5tj,,
130016,nibi109xp3tx3gukkqrdlz9ns835e30qk7hrk3fphwy,,
130017,nibi1t7083kl5mgap3hytsdc5rsp6gzjqpvre9eqj6v,,
130018,nibi1xjgyxm3r6rsxvqccdqw3eg9r53tz4rqtd3d7da,,
130019,nibi1xw7e56k5kl8naf24lsy0ks2f3mrmcvfg8a6h5v,,
130020,nibi1pd3jmggcwuvel2rp0t9g4merg7ctg24rzdvm6j,,
130021,nibi1mqzwn4tqda64anu8cgm7dymcn4wxrln64yf78j,,
130022,nibi1jhmp0t56sx4xmt78wenfqqeg5s5dp3ja0j57h6,,
130023,nibi1n946k5glen4t8qjkkuxa09mvt2wkr494rq5ycx,,
130024,nibi1f5567nvn6y75e7mxh78wr9ltnjacjuqdru70lq,,
