Unnamed: 0,A,B,C
100001,nibi14y4m9vwtkgwzrnwe9cd6qms0yun8umw79560nc,,
100002,nibi1fdwpdr4yjs7gt7ney0tuwjsvy45t7ye9fpjlt2,,
100003,nibi1cr5yw7npp6cf5q56708wtg80r303hu8u0tel66,,
100004,nibi14l3v78qz8yqn66g2kxrrtgdwaj94yakdh373l9,,
100005,nibi1g6txqtmp2r50xdmadnpr4qvshhew7ekqx29r3f,,
100006,nibi1hv0t5jfh0q786q6c5he90vwt240r3e3xd5m6mj,,
100007,nibi1x2cqgftf3h0sk280kx3swhm6nhezrfsua0mfc5,,
100008,nibi1lx9q6xvmfr8fpypsjp79mn7jlzrp6hjl8u2aa0,,
100009,nibi167rdzetanwjawe6rd9uq6346kysh5u5uh0twqx,,
100010,nibi16rv3mzxme4prvlnxkfg23yzd5tp693lrngw0ez,,
100011,nibi1zfa3y46aqk59cav0yf9z5hs0nz8kgs8jtjy8aw,,
100012,nibi107902fkh42fpuyvdwj4k20x5lmv6kk8xaeaw7q,,
100013,nibi1p88knhsyteufgm6umsjhx7d2554m3q7t3pgqwk,,
100014,nibi1v9njv0eahqwn3eu5xff6dkc42nadjauxm3mcsq,,
100015,nibi1h4azzuk425htat04z79qllyx5qvt95quv06xdn,,
100016,nibi1zyllq96lmm8dcyac77cah42l0jwl4w2k40qtg7,,
100017,nibi1zkrkzlp926pz9kum9znspawvn8mx2vccnhvvz2,,
100018,nibi1hv86w4def7y6cnpd4y3uxnq8zkd2duj6kx2wut,,
100019,nibi1l8skr2jz76d3lw6xrlqt9yvx5au98yhgzaknhe,,
100020,nibi1yshl9ky8v535sq90ccxe00cejd2z5k9hza0m9a,,
100021,nibi17c4qt046prghpu8e50pyyrz55xc9t3289ly53w,,
100022,nibi1ugh8ss8haxyv6sxpndxxqf2pxf3r8ld7pzsfp4,,
100023,nibi1rk0zemq4afj326wh94gecv307cldw9e5ssgc5z,,
100024,nibi1y9zp6jy0kce7uug8dq23znq9pqc5l95yl0wm7k,,
100025,nibi15q36y0a3q0gk8js2p3gc5fsrtt0yhd5ez5j0qe,,
100026,nibi1lgnp0fcm7p2wdzetfcman6gflrjke665nq26q5,,
100027,nibi12qdej92wk2rrmeahs7dr3rc7wq260afpqhnlzz,,
100028,nibi1xl02f7n03csfrzedmz6qqurn5jya6ktlp8mcvr,,
100029,nibi1zgjtq0c6p434346r8d4r54x3sekwdc453mg2h5,,
100030,nibi1v2dazs6rrny24mxhudcx4aldhe6z86w9pv408j,,
100031,nibi1yd3dc58pez8xmc3pvxw9dygt9pxtelu0wjs9ft,,
100032,nibi1ufgx4x9tkjfuhl3j0mn2rsg3nfrlzhmegm7g8m,,
100033,nibi1ftwsvxyua5jj54fy03fsyuj0ytf2t6ymd0ylh8,,
100034,nibi1n9c2rtum7g8l7t35ygmu42f4m8py6f0r75ec5x,,
100035,nibi13a6ejm3lyrzny0s5nzypyllrsgvggu9g24ckvm,,
100036,nibi1x5s2hlyk837wtlgak839us5lhpxy2gveevp43e,,
100037,nibi1828uuug4u50kn62u9zfp7xw88yh2vw5kr8jt0z,,
100038,nibi1sqm6w24z9jjsu5yh7ex4kz26jqsdc0yhh5n9ga,,
100039,nibi1anlugr69unj89gxr7wtnllsrv2jy3q8a9ggaep,,
100040,nibi13jev8p67rg40l9dh3gmdjqctsgnufntlg640ac,,
100041,nibi1e5ht6a08zud9whchw9duf9qpppxw75uxyggdxd,,
100042,nibi1pauwz5ql2nkuzj6wv5zm92ruygqdedyudugayl,,
100043,nibi1yjfpu6jr4483y6thwv2y4wxqj0wyv702mqtwq9,,
100044,nibi12gvyrg0gaf3pqt8jf08w6ajujudzepqvlz4w27,,
100045,nibi14mj509xd2h0y4wznvt2tp3fyjmc2x2ftm6lq3n,,
100046,nibi1xqnz3xape6skxufwgn7hvts8rw6sfqhr42v522,,
100047,nibi18dagygxf8afqrp2gp62zztayx7q69gwn70gvjp,,
100048,nibi1pxykmv8qsx7867uc85ua8j6aeh4p59tj82kmhl,,
100049,nibi1q3dmsza65y5fu2mwqnuf7khqg8uln0xyphnknq,,
100050,nibi1lrzz7wkksvck6zd3j49ywh9vyyvwd2xjuqt9ky,,
100051,nibi19u68vyqmjqvawf3urg4qymwtna6hewu4t234fr,,
100052,nibi1g4wj6z7rwapfahd8n8cn7sk3asswymv8ycgxdh,,
100053,nibi19z0gwkte4hmdumxrh94dr9mgjf4mwxhd8jg0cy,,
100054,nibi16l82557chn8ajsnhkppwzxsuqfv0ru5w89jdzr,,
100055,nibi1kuny0l9q8wzx5m0ltg3ug93x942pwptjl2fn95,,
100056,nibi1cxyhxnv5wr2qpe2lv6tum0uc9p4l4z8s056pul,,
100057,nibi1s6w7jq7cjjqxvk47twqja6rv2p9s40yl6gtk6n,,
100058,nibi18np695hu6mjpu9k4dv8pp5prkpjrnme92p4lm5,,
100059,nibi18c7ydc47njc00jyxpeeelqfh3ua7j0smlq8f5u,,
100060,nibi1gpgsnxmy8gcx42qs48k5d6atw3wftuzjcplhaj,,
100061,nibi179dtlnu6pnexegkalc8gnyshwyqd6lf4h2uxtn,,
100062,nibi16zs3v5xzu4nhhwfymgtwtq3l6tedcvnq6s9hn4,,
100063,nibi1yra7gwhxtvmfythlpdsd3ptyqvd9wmjvs4nw4g,,
100064,nibi1unwayjkjjwqywkf8vtu8jyh8ztpdfgvda57d7u,,
100065,nibi1pnyuhct4elq2kdp3vy8cwyke93a608ly97ry9w,,
100066,nibi19t0wustmeq7yvsm2x40pwdt57x7hp4mx2qeuhr,,
100067,nibi1s3vfx5y8hvfnmdnl2xs6mzy0tcy7znyaple5xv,,
100068,nibi1k0z9ya5gghuha62szw2wamgx28zmvaj3sansnt,,
100069,nibi1qt3ukj8rqr3vwkym88wwxkpn4t40qvv6pkawxs,,
