Unnamed: 0,A,B,C
10001,nibi1566p3qaem67y0a9cgw2xt767hdr6hpvqdt7a55,,
10002,nibi125e8kzl3dg82n6tzmq0dx97wd9c3dfap0txw93,,
10003,nibi1vq0ls8w4xe6z0pp6xfr2t8frvx54x7guevrgwg,,
10004,nibi1we209wrdsngvzgsmcj8z3qp2vn8e9dtw5l2qk3,,
10005,nibi1qmpe2kqfwkqwajmvgjsuts3ngrm8smjqhdvfge,,
10006,nibi1l03rx2x3srlmykgyqqwv0g9h88hyjqjplw7fnl,,
10007,nibi12q8sn0pm7hk9lns75djvy6v5e3fz27dg4jy803,,
10008,nibi1r5dplddjfems5ma5qcrppw9fld6p6tnx5ffcr7,,
10009,nibi1vgqeh4lsjl5nua6jlrl3um3mejrxqkvl7wr92k,,
10010,nibi1kskjpgvyyefh9dx5dgc32050y2x5nvg4dwyqnm,,
10011,nibi1vqszpmtdvaf3e2yyxmnnrqwllyfa8dd86a97z4,,
10012,nibi10j77v4ct7tgcpl6ykn709sn3xz23gaqs0r9m6p,,
10013,nibi19fv765fagzc6n7r3uwg35s96szr52t8qrsrrnz,,
10014,nibi1s9yf5743grvnw05vmhmdwqfh0quj5426d53jdk,,
10015,nibi1zudzsxmqyrjnppjdvez77dpfg6nst4x60y3lp2,,
10016,nibi1ydrd5plppqxtau5eq3pl253lg6phwjal74jjds,,
10017,nibi1humgkcumpkz3e9n40vhxwn2lfuevpgwc7rag0s,,
10018,nibi1w365dggk7gcyrxchzyka9lxzeccutxs9rs23t2,,
10019,nibi1temawmkumdpwgypqp8kddfxcj48neefdmgn4rf,,
10020,nibi14ekk5l0l8mry6kkumqk2lc0jf6lle9m8hp36ar,,
10021,nibi1p7kagw2yp0ecpqmmp22ej4syu4x42pc2qlwn00,,
10022,nibi1hr6x9xhvphzxq58v0pgac5t2sxkkrjfzm8xlvq,,
10023,nibi1uczg8tusadp4q9352l07uzcmuhevj9f7rj7ga0,,
10024,nibi1avpznxv5dcen8zra8h60aygalh47kj0ruu4fmn,,
10025,nibi1lus5w5nw0xfuawz6u8jrlsvat97w5fk0qdrdjd,,
10026,nibi1w7trunjjes34as68pn45n3uuc3e8kkxu3rqurd,,
10027,nibi1fqqefg9qutyyfxxclnl6mj0dxglzxx5ugpkgty,,
10028,nibi18tvelps8k7v22et7n4lhwnadcqp0xc56aes532,,
10029,nibi18k33wfn9nxpwg82z6fgxt9xd56p27waa7dvu0m,,
10030,nibi1yw02ypjg94ryc2x4tfdneee6svzlf3nw8hlupp,,
10031,nibi19mavs4ze53vg9e0dqqfj0stwm7sdkw66m42nj9,,
10032,nibi1jdwm7e77dzx5457f6ye5qr50z2dlxf3wp07s2e,,
10033,nibi18stg03lztfmzcrsysu6r42jkrdz0wnkxyyh343,,
10034,nibi1385v5agdq3fk56f3zrp4693v6uwaa3kqnfnre8,,
10035,nibi1l9xg2ejffg5g0ejd0g53n7tulccegqytn2nqqx,,
10036,nibi165f6d8ga9pgqnh9ae3dea294s6rfczt3nkm66c,,
10037,nibi1g3wy4gyer7jrev4w3nd6p6mywh83xrnupevqa0,,
10038,nibi1hkx3e7532d9s9fyn89pz66w8a8sw0attfzqyyd,,
10039,nibi1mv2j8vlwa3p8w7cxs2gxk4uvdhhqwtqzluym8j,,
10040,nibi1m96kv9mc9q6q2dvc6xlh2sa2zam4pr4fcv0y7m,,
10041,nibi1v86gjmxpxfhq3f0aqx2stftvahe595lxzvz7hc,,
